time,amount,merchant_risk,device_score,distance_from_home_km,is_fraud
29725,37.52,3,8,11.11,1
136998,150.72,5,25,8.36,0
104555,48.51,10,66,22.51,0
9496,22.8,1,10,7.01,1
56447,20.08,4,24,8.64,0
101604,27.94,6,80,11.43,0
160878,170.16,4,83,0.08,0
88199,27.57,7,59,13.55,0
41321,32.47,7,31,5.91,0
153728,20.44,6,11,1.16,1
55147,99.38,9,6,48.39,1
91396,235.06,2,70,7.78,0
38787,51.97,10,32,11.11,0
21727,35.97,8,39,35.13,0
95081,34.36,8,48,3.65,0
122721,3.05,10,13,37.98,1
68056,69.77,4,59,5.53,0
134153,37.87,6,67,17.79,0
165268,50.82,6,56,23.15,0
167807,16.26,5,41,47.08,0
80102,22.55,1,56,18.71,0
156570,21.95,3,35,12.07,0
76865,91.98,7,38,16.99,0
162728,22.67,8,81,4.52,0
67695,265.78,2,67,23.36,0
168972,50.95,3,34,4.14,0
117235,9.25,4,76,16.29,0
108777,29.12,5,88,20.86,0
19033,17.26,3,70,45.77,0
141877,3.69,5,11,11.96,1
166923,163.94,8,27,29.86,0
26832,66.9,8,48,3.67,0
115725,56.44,2,24,3.4,0
145016,39.07,6,18,14.88,0
19873,8.31,4,27,18.14,0
40372,20.42,9,54,20.01,0
89464,76.84,10,55,27.38,0
146451,11.57,2,21,6.99,0
117322,2.63,8,59,19.49,0
167823,26.39,1,34,4.17,0
100082,28.74,6,97,4.94,0
5110,37.92,10,58,1.39,0
12087,68.62,1,48,27.49,0
154834,62.65,2,54,14.14,0
82617,42.9,3,18,5.44,0
100483,109.46,9,3,16.25,1
9596,7.25,5,24,8.75,0
107539,54.85,10,1,36.31,1
18313,61.96,10,6,15.02,1
113175,9.59,2,19,0.61,0
114914,7.37,10,86,84.12,0
23705,15.71,5,43,1.54,0
73445,17.09,5,8,23.81,1
103892,70.35,1,69,11.5,0
2023,17.91,3,52,5.74,0
119654,14.06,5,73,22.57,0
80073,17.96,9,47,2.69,0
92197,101.36,10,85,39.07,0
64429,33.55,1,28,5.77,0
104195,27.68,8,46,8.97,0
33848,29.67,1,4,20.03,1
168876,120.55,9,88,0.02,0
146451,15.66,6,8,12.8,1
27766,123.41,1,61,44.93,0
68099,40.87,8,17,22.81,0
167132,28.21,5,34,9.82,0
69122,403.79,7,20,21.6,0
147159,11.52,7,80,55.16,0
48868,23.25,7,74,4.16,0
119119,9.66,6,34,15.18,0
154297,85.84,8,43,5.35,0
95286,179.32,9,10,38.51,1
6643,175.9,2,94,25.53,0
36727,112.61,7,30,32.3,0
142077,27.18,2,25,57.3,0
109079,22.98,6,57,5.29,0
65697,6.23,2,63,1.0,0
16029,253.63,10,71,6.88,1
145298,52.93,6,47,10.19,0
159803,20.25,2,84,19.63,0
109458,124.97,1,81,31.96,0
110384,12.52,7,3,8.61,1
68926,49.73,3,46,12.83,0
137069,27.86,4,36,30.79,0
55506,62.72,6,26,5.11,0
78229,31.08,5,10,4.9,1
42092,7.76,4,34,17.79,0
62539,35.72,9,78,11.46,0
152889,94.52,6,8,59.48,1
168933,32.16,6,55,8.83,0
13428,71.89,2,91,28.51,0
141330,11.64,6,10,17.5,1
57775,32.26,7,57,1.12,0
5469,17.73,8,79,1.76,0
28854,69.89,8,86,4.54,0
137328,34.17,9,45,3.09,0
76256,66.03,10,50,7.99,0
165009,98.27,3,64,17.3,0
99134,66.13,10,95,18.44,0
132723,43.52,7,2,17.72,1
84730,12.2,7,45,2.5,0
156123,33.02,1,95,18.34,0
27386,19.43,8,62,10.54,0
147256,23.48,4,14,46.67,1
33787,22.77,5,74,48.6,0
21621,12.43,6,94,29.24,0
77984,4.68,3,100,24.29,0
34051,16.98,5,15,2.44,0
49811,40.18,10,14,1.77,1
30447,8.6,5,31,36.76,0
128046,33.64,1,29,11.14,0
161326,221.47,3,27,12.01,0
84045,92.12,3,85,37.65,0
116859,171.32,1,9,19.43,1
145544,48.97,7,20,3.95,0
3471,106.43,1,99,4.74,0
120312,16.06,7,58,0.13,0
139401,17.39,4,79,24.8,0
165937,2.14,9,88,13.3,0
46850,108.43,7,49,59.9,0
54220,154.52,5,57,25.04,0
93808,19.05,7,16,2.18,0
137469,25.69,9,100,3.52,0
166597,15.58,10,75,13.93,0
53072,48.55,6,8,51.77,1
83820,102.0,1,67,5.68,0
23284,5.8,6,19,34.93,0
83369,49.87,1,67,7.49,0
25122,25.11,4,36,6.29,0
130349,37.09,8,89,46.33,0
70553,52.4,5,60,0.97,0
94788,27.43,5,36,21.62,0
62812,29.86,10,11,0.88,1
7999,26.74,8,51,32.27,0
22436,87.38,8,80,35.37,0
42963,50.34,1,55,44.77,0
133168,41.29,5,54,4.12,0
156351,9.29,5,17,2.66,0
108899,22.68,8,62,14.0,0
26201,81.34,1,42,6.34,0
150787,34.39,7,24,18.64,0
160381,64.04,7,17,14.42,0
146150,193.74,9,48,3.13,0
5105,93.56,2,84,26.89,0
117666,36.35,3,86,32.57,0
94848,19.87,4,70,65.96,0
2839,2.58,1,7,10.07,1
68920,27.98,7,14,8.24,1
43619,23.9,10,11,4.27,1
42821,48.93,3,12,3.99,1
125736,28.39,3,5,7.74,1
144565,24.04,3,5,80.15,1
17069,5.59,8,20,1.94,0
7531,12.94,9,54,6.0,0
168123,53.34,10,55,1.8,0
138808,184.18,2,58,6.39,0
138782,30.04,10,79,1.94,0
67155,45.96,10,90,14.2,0
145047,85.84,1,97,11.54,0
62424,14.72,9,30,3.82,0
45603,47.79,6,24,3.84,0
154324,15.79,9,87,19.68,0
132503,78.64,6,73,9.79,0
168553,38.53,2,3,1.16,1
92573,44.63,1,100,50.56,0
140629,15.14,8,48,10.38,0
103302,67.16,3,71,17.88,0
131234,266.32,1,22,43.33,0
165814,12.09,8,14,10.29,1
19675,23.58,1,48,34.37,0
73997,41.75,8,29,49.24,0
148087,72.7,1,50,3.82,0
163663,18.92,9,80,44.6,0
140905,1.95,9,98,2.55,0
7896,128.92,9,10,6.44,1
164044,70.85,3,71,33.03,0
49733,5.8,4,89,46.19,0
41800,18.04,5,27,23.05,0
96044,158.89,6,79,2.21,0
5347,140.86,9,96,14.8,0
133715,84.66,4,28,17.0,0
40785,27.77,6,9,6.62,1
18681,35.98,1,71,94.88,0
103864,29.05,2,80,8.18,0
146964,102.33,8,26,4.72,0
47299,13.79,4,99,2.33,0
17073,14.79,10,81,9.51,0
102304,90.95,7,87,23.59,0
30682,31.68,4,8,5.26,1
124302,131.43,9,2,29.35,1
145361,16.92,9,95,2.91,0
115359,31.35,4,57,11.61,0
138999,13.17,8,52,24.24,0
66707,33.36,6,58,2.91,0
65428,7.55,1,96,18.22,0
50601,20.34,7,93,32.08,0
133611,7.88,1,3,18.1,1
111487,66.28,3,8,14.33,1
153741,67.8,8,59,36.44,0
151716,5.87,9,2,84.56,1
149817,125.7,3,95,4.0,0
28228,402.39,1,62,23.51,0
165593,34.67,1,49,1.68,0
122788,17.44,7,20,0.88,0
97239,557.98,5,29,6.59,0
26928,8.86,1,17,70.75,0
18322,33.79,6,74,16.07,0
87896,39.63,6,22,6.25,0
62292,127.12,4,6,2.84,1
29055,47.45,7,62,50.56,0
42891,20.11,7,98,9.0,0
81912,12.79,9,31,7.33,0
137660,23.53,1,62,39.03,0
90536,12.1,5,12,18.55,1
6304,34.74,10,12,3.69,1
7345,18.84,3,63,10.95,0
160372,7.43,7,16,52.69,0
155331,116.18,4,25,46.29,0
91006,20.13,4,22,1.45,0
146424,9.32,1,91,6.26,0
129350,27.99,1,88,3.36,0
164437,35.46,10,76,15.26,0
19446,5.77,2,18,27.72,0
2336,46.14,2,45,7.01,0
62032,11.62,1,80,28.38,0
97852,183.28,8,68,22.1,0
138593,55.92,6,12,26.06,1
154553,22.2,6,49,59.22,0
18474,15.72,10,33,11.05,0
55718,29.82,10,86,8.39,0
44629,61.12,9,63,23.03,0
45232,32.28,5,18,32.96,0
86544,26.65,4,54,4.25,0
50669,35.11,6,97,37.52,0
69184,18.1,8,27,1.19,0
13140,23.5,1,83,0.13,0
126468,4.11,7,78,3.45,0
83457,87.68,8,25,76.95,0
14357,44.65,9,34,14.83,0
111672,15.28,8,88,0.95,0
68673,221.13,7,60,117.39,0
121673,36.13,3,54,27.32,0
65633,11.75,2,87,36.4,0
96111,78.0,3,5,4.79,1
78258,49.31,4,36,2.23,0
143996,49.14,4,54,14.48,0
69286,21.63,6,88,29.58,0
93269,51.96,7,36,20.31,0
74071,25.49,4,69,19.94,0
30651,57.74,10,39,28.3,0
70202,4.93,6,70,5.15,0
48777,21.46,9,100,21.67,0
148066,185.33,6,4,9.96,1
67263,15.38,3,74,1.45,0
100158,18.1,1,65,4.52,0
10800,21.16,10,85,31.6,0
37823,9.83,10,40,45.25,0
63878,3.64,5,37,6.65,0
18708,26.3,10,67,4.22,0
143891,37.93,10,31,0.54,0
63870,31.42,3,91,59.01,0
9283,28.65,8,81,23.03,0
161645,34.57,10,87,62.95,0
78707,92.1,1,77,39.88,0
162005,27.37,2,47,8.32,0
5774,18.65,3,27,2.39,0
142055,25.0,3,51,13.83,0
96468,59.11,8,20,0.54,0
96334,135.91,5,13,3.25,1
18133,17.67,8,63,5.32,0
146011,36.56,6,44,21.91,0
781,46.45,2,24,14.26,0
114586,12.27,4,3,7.2,1
27624,33.8,9,10,16.64,1
6823,7.65,4,65,2.68,0
18489,5.65,5,49,28.19,0
171033,47.79,5,58,24.9,0
29118,22.56,10,77,4.88,0
100417,40.54,8,78,18.65,0
81816,32.53,6,97,14.0,0
153335,12.47,10,2,1.25,1
13565,31.65,7,66,6.52,0
151426,9.65,6,31,151.34,0
91179,133.08,5,68,2.1,0
23648,8.53,5,98,14.12,0
41971,27.23,3,83,37.85,0
18658,11.68,7,37,7.15,0
21253,58.58,10,73,6.04,0
157462,23.77,5,24,44.29,0
88664,19.71,7,77,7.27,0
103850,77.73,2,44,21.08,0
163730,34.1,9,94,26.97,0
137924,55.51,8,83,31.08,0
133623,12.41,5,41,105.03,0
71947,8.13,2,74,32.51,0
61001,36.86,6,51,21.4,0
122775,24.07,8,42,45.16,0
33243,61.96,7,78,47.23,0
152872,30.57,8,40,72.36,0
75939,40.65,4,48,29.96,0
57828,6.53,3,84,4.34,0
138311,218.86,7,4,24.74,1
6710,28.1,2,60,1.56,0
152456,66.53,5,39,7.65,0
152110,14.35,7,5,2.46,1
171918,45.06,1,96,59.89,0
37991,9.0,4,6,8.27,1
138043,52.04,2,14,24.98,1
160211,23.2,6,70,16.94,0
85445,34.1,1,78,2.27,0
80257,66.55,7,12,16.48,1
37711,9.65,3,62,21.64,0
6530,16.7,1,27,42.66,0
11116,52.32,8,54,1.45,0
65794,269.95,7,90,7.01,0
131354,28.84,2,12,23.58,1
132970,59.81,7,8,0.7,1
4135,29.76,3,74,4.55,0
137701,230.96,9,16,4.94,1
109472,5.77,8,52,22.13,0
125147,36.4,5,26,6.74,0
89087,6.52,7,8,18.31,1
33380,2.7,3,45,67.25,0
129951,44.59,1,93,31.52,0
17071,38.07,1,84,8.1,0
20074,24.91,2,81,12.79,0
67843,29.78,8,19,4.48,0
39901,733.85,1,17,0.32,0
11205,25.58,5,65,6.84,0
124661,55.15,9,29,9.22,0
5906,17.3,9,14,16.62,1
133663,44.49,2,17,57.67,0
125576,26.1,7,13,59.07,1
62987,21.97,1,93,1.45,0
80685,204.16,3,98,19.07,0
110454,107.47,6,91,0.87,0
105487,37.97,9,63,20.89,0
54400,3.31,10,33,2.5,0
156222,23.08,2,29,58.53,0
31852,494.24,7,37,39.95,0
52756,26.29,4,83,0.45,0
115357,99.8,2,46,30.48,0
119052,140.04,3,24,20.21,0
56481,41.22,6,14,13.68,1
1283,14.27,10,5,18.46,1
33691,2.9,9,53,22.68,0
132197,65.64,8,88,43.16,0
26170,14.66,10,98,29.17,0
8438,39.49,9,95,17.13,0
20095,9.49,4,30,34.82,0
147226,25.4,4,60,86.74,0
139076,34.25,9,73,7.14,0
9752,43.32,8,91,2.52,0
55426,10.86,2,28,26.29,0
26819,109.61,8,26,76.88,0
92051,18.23,1,18,2.48,0
155289,6.21,9,36,11.3,0
32994,29.69,9,8,1.29,1
146108,34.27,8,18,29.97,0
97756,38.88,5,84,59.4,0
140659,129.3,5,58,13.82,0
95665,26.14,3,32,10.54,0
131717,29.38,5,93,47.66,0
162002,10.99,4,49,2.86,0
81835,75.23,1,48,44.44,0
122232,39.82,9,82,9.96,0
161162,21.76,10,71,16.39,0
157547,4.93,4,65,15.03,0
149960,140.39,3,92,19.14,0
43732,9.7,6,33,56.99,0
46305,18.33,1,50,60.37,0
9346,47.39,5,4,35.57,1
587,10.01,7,84,4.25,0
12763,7.44,2,36,8.11,0
69615,3.96,10,95,13.38,0
167188,68.1,9,28,47.17,0
120987,19.2,6,3,14.72,1
91353,618.48,2,6,75.83,1
95648,12.25,8,45,82.51,0
25556,13.18,8,23,18.26,0
59042,18.81,1,7,41.99,1
18099,42.23,1,61,143.19,0
109089,20.69,1,100,37.9,0
144302,61.09,4,65,21.4,0
160081,12.45,4,6,37.3,1
33866,8.32,8,24,1.73,0
105400,5.48,1,37,20.15,0
84246,3.58,10,45,4.88,0
76975,19.73,3,51,2.47,0
81557,24.51,1,100,44.67,0
137488,17.61,9,88,20.41,0
72516,114.82,10,45,5.58,0
149130,113.07,9,63,9.78,0
171790,23.69,7,29,72.44,0
32602,5.51,8,96,39.64,0
158588,18.79,1,25,0.31,0
129295,18.18,5,10,78.04,1
87969,17.16,2,35,9.19,0
132161,16.48,1,55,23.78,0
168418,17.23,3,25,24.94,0
141559,22.5,7,91,48.54,0
155,17.54,1,45,43.27,0
123950,40.79,2,96,6.62,0
67494,47.48,2,12,20.63,1
76229,13.32,4,4,10.01,1
104648,118.04,3,90,14.91,0
38547,12.43,3,67,16.18,0
28795,6.57,10,17,10.09,0
21447,48.46,5,73,12.47,0
167670,14.62,3,93,4.67,0
87960,45.66,7,65,18.71,0
63278,2.99,5,82,28.46,0
55077,133.28,4,53,11.23,0
112782,64.86,3,84,76.05,0
102932,7.39,4,57,1.18,0
140600,7.55,2,98,17.79,0
109869,176.31,1,28,17.52,0
139251,15.84,3,99,0.74,0
48781,14.38,2,16,5.09,0
155024,3.43,1,21,47.19,0
53798,23.32,1,77,15.73,0
98696,26.37,2,99,11.47,0
50939,67.73,9,42,10.74,0
29516,8.17,5,54,43.81,0
141521,7.24,9,32,9.15,0
50290,51.99,8,38,39.2,0
126688,90.62,6,70,7.4,0
86661,6.88,1,38,15.16,0
72954,97.66,10,54,3.11,0
22746,34.38,5,60,34.86,0
67990,98.67,1,77,26.63,0
58810,30.87,7,77,15.1,0
118362,2.66,10,47,0.52,0
146295,28.45,8,12,13.13,1
133669,95.6,8,53,5.1,0
2659,13.55,7,33,10.67,0
86516,22.47,2,28,38.82,0
74567,27.77,5,3,29.36,1
15037,1.82,4,82,5.54,0
126498,176.15,5,26,83.93,0
12109,13.45,10,54,46.7,0
22010,54.91,9,40,15.04,0
8787,30.37,4,66,15.11,0
139544,116.47,8,68,46.31,0
154455,49.7,8,92,20.22,0
61709,26.18,2,92,15.39,0
34518,13.55,6,89,27.66,0
53909,73.54,5,90,5.36,0
18351,5.09,2,47,42.14,0
15282,63.17,10,2,15.16,1
152850,11.03,4,42,18.5,0
155336,115.85,7,34,1.88,0
5075,38.91,1,94,7.41,0
28365,63.06,9,21,11.13,0
11002,35.94,10,44,10.69,0
13947,5.74,1,87,30.13,0
94840,14.0,5,97,6.63,0
116219,64.87,7,2,4.02,1
78610,39.12,8,91,17.48,0
52142,107.88,2,59,19.09,0
56307,49.56,4,86,2.59,0
135565,12.59,2,98,0.05,0
50085,14.94,4,16,49.94,0
34228,36.71,6,20,1.66,0
162727,3.27,6,26,45.63,0
43472,176.52,2,16,10.19,0
49437,51.51,4,70,21.17,0
59711,112.96,4,23,4.11,0
137888,6.82,1,42,34.74,0
77175,114.96,2,37,3.97,0
64307,308.43,3,72,9.77,0
46733,8.84,5,6,5.44,1
128202,71.62,8,37,36.34,0
95028,33.15,6,22,39.09,0
142312,7.07,3,6,9.31,1
92493,54.21,6,32,7.35,0
125149,76.22,7,17,29.71,0
163834,18.15,6,38,42.16,0
8259,106.26,10,17,19.56,0
128775,6.25,6,37,52.46,0
14849,7.43,1,23,9.66,0
81768,37.96,3,49,3.29,0
106108,33.97,7,61,3.96,0
89709,16.17,4,49,22.16,0
54869,74.41,4,61,10.47,0
126888,56.31,7,77,3.4,0
63095,78.11,9,32,6.91,0
117886,29.28,2,86,15.13,0
70910,60.5,9,63,2.59,0
23567,21.21,3,7,0.07,1
35292,258.22,6,22,49.85,0
74813,14.69,4,85,7.27,0
97136,271.86,1,6,5.01,1
51631,34.29,9,61,23.98,0
9885,8.37,6,14,38.4,1
66314,130.07,8,16,20.01,0
65087,37.56,2,3,5.87,1
160237,77.57,7,9,39.56,1
95998,112.6,6,47,14.28,0
49812,46.43,2,85,9.6,0
58643,18.32,2,94,18.56,0
44900,87.86,4,94,24.12,0
138923,33.14,4,42,18.02,0
16288,65.75,3,42,50.58,0
72692,3.84,8,96,19.78,0
138440,51.78,7,23,42.17,0
85436,17.49,2,3,17.68,1
46403,173.0,3,1,8.0,1
91170,61.75,10,67,15.2,0
9168,42.09,9,71,1.81,0
49879,53.86,5,3,5.23,1
59871,12.2,2,100,29.07,0
32174,167.88,3,49,21.66,0
137653,242.59,8,67,3.64,1
110155,49.05,4,55,11.53,0
71853,162.46,2,4,3.06,1
64046,18.74,2,31,38.73,0
49678,14.92,6,66,2.31,0
26649,34.5,8,78,21.24,0
127795,51.16,7,64,18.68,0
88668,22.33,4,31,12.8,0
145639,56.7,2,63,6.52,0
89906,44.99,9,66,10.35,0
96019,12.2,4,31,32.84,0
78002,55.63,9,47,28.67,0
28803,78.53,5,22,26.85,0
149302,39.31,7,74,27.71,0
148934,104.86,5,94,3.11,0
162331,9.8,2,97,2.09,0
30795,52.88,6,83,39.54,0
8770,10.28,7,46,36.3,0
11093,10.87,6,89,22.87,0
131265,17.62,3,58,18.62,0
100311,12.91,10,61,9.14,0
17569,19.14,8,46,5.07,0
11190,26.73,3,1,22.03,1
62824,76.49,5,96,48.84,0
163399,24.02,9,25,11.49,0
42070,6.78,5,61,7.23,0
40197,103.55,7,81,6.31,0
2261,14.34,7,14,0.48,1
157584,31.23,5,45,14.69,0
137788,51.76,2,77,88.85,0
86795,40.43,5,39,33.77,0
28933,98.91,7,66,45.55,0
135450,53.46,7,32,19.41,0
40583,13.99,4,96,13.13,0
112082,292.53,1,58,93.04,0
85371,40.22,6,56,11.85,0
160105,28.58,3,6,49.74,1
155072,86.83,5,89,28.7,0
111032,42.5,4,67,8.04,0
42604,49.36,2,82,13.99,0
95074,400.29,7,50,9.7,0
73869,25.15,5,38,2.93,0
5410,24.1,7,3,8.82,1
83375,37.21,9,5,43.96,1
96055,96.69,4,24,27.94,0
137868,7.34,5,54,6.5,0
86716,4.64,9,34,9.17,0
54245,18.41,10,39,19.16,0
43056,6.46,4,88,10.76,0
148781,21.65,5,100,13.99,0
58557,54.73,5,92,23.96,0
17543,13.59,8,48,12.59,0
168490,7.95,4,49,4.24,0
96038,35.49,4,34,14.7,0
147796,78.46,7,80,8.8,0
3828,6.08,5,100,6.87,0
116656,75.21,6,7,7.95,1
17087,74.99,6,18,11.56,0
143677,85.98,6,70,43.54,0
31337,112.0,10,92,26.49,0
136554,299.47,5,34,22.05,0
65333,23.19,5,51,12.75,0
136535,36.95,9,93,0.04,0
70448,21.84,8,68,8.33,0
4648,33.18,4,14,33.55,1
130576,153.37,7,69,9.83,0
33623,8.63,8,89,16.59,0
35634,14.0,9,8,4.58,1
114598,131.26,5,15,49.5,0
49334,91.84,3,83,51.32,0
68648,23.03,4,59,3.16,0
22054,77.82,10,11,25.76,1
70028,46.58,6,20,1.56,0
22207,148.45,10,55,18.25,0
81554,35.68,5,36,3.94,0
152458,92.35,9,82,3.15,0
83276,464.99,3,14,0.08,1
52781,60.23,2,58,56.56,0
61035,34.79,6,38,35.35,0
8210,68.2,7,89,1.61,0
44363,22.98,5,80,18.29,0
78279,360.67,1,82,5.3,0
153504,39.65,3,1,6.13,1
134393,25.21,3,65,41.46,0
81348,14.36,4,1,2.43,1
168455,99.21,10,85,18.4,0
113816,78.82,6,60,10.26,0
123053,20.14,5,25,4.23,0
166892,58.94,1,91,12.03,0
66262,7.33,6,10,56.43,1
134832,39.84,9,50,30.43,0
153262,52.08,1,12,2.83,1
67411,182.61,8,92,37.87,0
23377,15.32,8,32,55.43,0
38211,9.22,3,33,6.49,0
3744,13.53,9,72,8.11,0
24995,8.7,8,26,2.7,0
148049,126.05,3,42,8.46,0
34542,155.81,10,50,22.36,0
10651,45.61,5,61,6.35,0
99239,112.31,3,41,0.14,0
78931,37.86,5,57,8.27,0
102112,30.11,9,2,12.07,1
16715,23.74,4,99,16.71,0
155378,24.28,6,98,23.03,0
150158,7.04,3,70,1.28,0
145448,43.13,3,31,12.69,0
61350,31.81,5,23,6.19,0
71425,69.78,8,76,59.12,0
167708,36.36,8,54,8.92,0
86120,28.14,3,28,2.11,0
114889,13.86,8,79,0.85,0
165682,35.59,8,19,6.17,0
141130,69.29,3,76,3.94,0
74637,10.56,10,48,20.98,0
70194,36.14,10,2,37.54,1
76917,41.81,2,11,7.5,1
64200,16.15,10,44,17.25,0
105848,18.4,2,59,26.21,0
106022,41.7,9,59,10.17,0
148226,10.66,7,38,1.37,0
150611,46.99,6,25,5.21,0
60058,13.53,7,21,42.92,0
62068,95.86,8,42,34.8,0
99932,343.03,1,36,1.81,0
161445,14.0,8,9,5.07,1
164226,56.5,3,12,29.32,1
137103,16.01,3,10,13.31,1
22785,93.78,6,59,28.54,0
159741,9.34,4,5,4.74,1
94475,53.55,4,33,61.02,0
2282,13.83,4,69,30.61,0
165696,26.92,10,80,4.4,0
67534,11.81,9,63,16.35,0
162777,75.37,8,29,2.4,0
169316,14.34,3,18,8.97,0
74964,57.51,1,93,21.55,0
168509,23.47,1,6,8.01,1
119006,29.53,1,53,21.39,0
50583,38.39,4,82,5.61,0
38392,15.46,6,32,25.55,0
7461,40.87,4,42,8.91,0
100123,152.98,3,47,31.26,0
10516,15.21,8,31,2.94,0
148586,106.89,8,62,8.99,0
121251,148.13,6,56,12.47,0
167340,14.64,9,11,11.03,1
167860,7.73,10,26,11.35,0
62493,44.79,1,92,11.77,0
36027,19.16,8,27,89.84,0
93547,214.56,6,83,4.29,0
100127,34.29,1,57,29.28,0
148930,14.85,4,27,16.05,0
79003,10.52,5,59,10.68,0
39758,98.49,7,62,20.08,0
54312,18.71,8,20,38.42,0
68670,34.6,9,3,12.57,1
82279,86.13,6,16,40.02,0
15434,20.4,10,44,1.97,0
75769,31.63,9,93,21.17,0
66677,32.57,4,79,8.1,0
83555,65.58,8,30,9.78,0
128379,59.78,3,40,16.93,0
101665,26.57,4,65,13.08,0
171675,35.29,10,29,9.62,0
68803,22.83,4,30,7.37,0
170404,7.56,6,32,19.26,0
91703,42.85,9,10,14.09,1
21312,219.68,6,91,7.81,0
117961,13.68,1,51,4.59,0
40379,15.29,5,8,29.79,1
17297,13.86,9,51,32.16,0
2011,68.35,5,36,4.81,0
120234,51.86,6,55,6.07,0
44014,28.26,3,35,5.47,0
142810,13.22,8,36,43.18,0
94333,36.32,10,56,29.76,0
11120,6.93,4,36,1.55,0
139839,38.22,4,89,35.76,0
22852,79.16,5,84,0.75,0
79239,9.48,10,61,5.84,0
132001,7.15,9,62,50.26,0
91575,160.68,8,81,39.95,0
95040,17.96,7,87,30.41,0
148510,103.13,5,25,12.23,0
5744,28.39,9,64,7.75,0
138141,28.16,9,60,42.66,0
42359,51.34,10,57,21.4,0
150871,13.68,10,95,7.01,0
98746,37.81,2,70,12.44,0
120906,22.61,4,99,42.66,0
7597,8.84,8,52,46.76,0
47093,46.41,1,56,21.54,0
168298,25.45,5,63,26.38,0
114650,28.3,8,68,0.8,0
157489,9.87,2,20,18.56,0
149765,162.62,2,54,23.36,0
120956,79.58,8,1,0.41,1
115598,86.85,10,90,37.14,0
133241,24.4,9,98,52.7,0
153124,5.88,7,10,5.43,1
8036,233.44,8,23,37.39,1
31778,31.15,5,51,21.9,0
158806,15.66,1,24,17.38,0
154245,50.24,4,13,37.05,1
161475,106.39,2,29,6.73,0
137416,32.36,3,58,31.29,0
18800,118.93,3,91,7.55,0
25372,97.81,9,95,30.97,0
61516,11.29,10,43,12.0,0
20538,16.88,4,10,2.49,1
63918,86.27,2,31,9.61,0
146045,2.2,3,74,5.32,0
71155,28.52,3,88,2.12,0
59500,7.92,7,97,2.34,0
167647,20.56,8,14,30.29,1
110659,24.56,6,99,42.64,0
27716,23.14,4,34,52.38,0
134308,19.06,6,17,38.48,0
146920,11.05,1,21,35.47,0
2352,327.64,10,96,1.43,1
133004,214.32,8,67,31.22,1
76449,10.36,1,58,30.58,0
8556,161.11,5,79,2.81,0
86836,22.21,2,8,21.69,1
136570,37.68,6,96,12.05,0
50098,31.09,9,38,46.05,0
112169,17.12,5,26,23.78,0
140641,88.58,4,64,60.31,0
126060,37.56,2,30,2.22,0
130544,20.56,3,9,0.83,1
340,8.98,6,32,72.67,0
82302,13.55,8,11,1.67,1
138,6.41,8,86,9.76,0
131430,33.52,5,34,20.99,0
119619,10.01,5,18,42.41,0
85376,25.39,10,19,5.88,0
99931,130.33,3,54,0.59,0
161726,109.87,7,82,14.73,0
156951,32.06,6,37,12.74,0
81532,30.35,1,82,7.33,0
55778,217.0,4,12,41.41,1
37772,55.74,6,4,27.67,1
58478,23.86,6,43,39.05,0
26762,7.96,3,27,3.53,0
144355,49.1,6,51,23.58,0
170492,75.89,10,5,73.86,1
55568,17.61,6,6,18.93,1
85090,44.31,9,77,3.76,0
20219,23.02,9,87,109.36,0
57169,27.55,2,56,15.03,0
74965,2.75,4,89,36.66,0
84754,26.53,9,68,3.24,0
77988,87.3,4,96,21.94,0
150023,17.61,8,44,48.75,0
132379,34.9,10,15,15.19,0
80388,15.55,3,90,6.81,0
90768,47.49,3,42,2.73,0
35428,26.67,9,11,7.02,1
92021,12.95,10,73,8.77,0
118418,125.53,8,11,24.75,1
170047,83.84,1,66,3.94,0
132212,18.09,10,27,2.24,0
155914,54.48,2,58,9.79,0
26421,56.68,3,90,12.27,0
1708,62.95,2,72,19.8,0
134702,6.08,3,21,24.59,0
150667,90.61,8,21,44.01,0
76021,18.73,6,72,6.82,0
159380,23.15,7,1,15.04,1
44789,463.07,10,58,9.12,1
26086,44.79,10,13,0.03,1
16859,22.5,6,73,17.32,0
7684,3.65,1,92,33.83,0
91088,132.92,3,6,0.74,1
132279,8.63,1,87,0.07,0
46099,12.14,10,100,26.03,0
66093,23.78,9,58,23.03,0
160761,136.51,9,17,10.41,0
48651,71.75,5,73,21.67,0
13893,28.28,4,12,61.32,1
66418,45.07,9,86,5.7,0
125074,18.17,9,52,5.65,0
103065,38.08,3,76,4.12,0
130351,35.64,5,70,25.75,0
38635,87.25,3,73,8.71,0
95071,87.11,10,52,89.65,0
78518,54.27,2,37,25.08,0
106233,23.05,1,3,9.16,1
103651,69.53,10,98,3.23,0
72805,30.21,2,8,17.93,1
159136,11.22,8,10,6.99,1
122813,22.13,8,47,47.19,0
79063,36.04,3,41,11.65,0
2454,82.29,7,64,6.92,0
20878,27.56,7,42,17.76,0
144063,9.88,2,43,2.95,0
68344,35.05,9,9,16.49,1
104946,37.09,3,14,1.15,1
36593,39.88,2,91,18.67,0
36304,83.09,3,96,15.11,0
161458,91.74,2,4,14.71,1
113613,18.28,8,2,23.05,1
152155,17.88,5,97,0.91,0
18354,11.7,3,85,12.31,0
22190,66.61,5,1,11.74,1
6142,141.01,8,75,12.32,0
159470,24.17,7,65,78.13,0
41862,26.01,6,46,3.0,0
